sro,serial,vcode,village_hi,note
khajni,377,1377,पचहॉ,agri: vcode handwritten over printed code
khajni,378,1378,पटखौली तप्पा परसी,agri: vcode handwritten over printed code
khajni,379,1379,पटखौली तप्पा शाहपुर,agri: vcode handwritten over printed code
khajni,380,1380,पडरी,agri: vcode handwritten over printed code
khajni,381,1381,पडौली,agri: vcode handwritten over printed code
khajni,382,1382,पथरहा मिश्र,agri: other_b..d 28/24/19 (low) as printed; vcode handwritten over printed code
khajni,383,1383,पथरहा बाबू,agri: vcode handwritten over printed code
khajni,384,1384,परसादीपुर,agri: vcode handwritten over printed code
khajni,385,1385,परसीखास,agri: vcode handwritten over printed code
khajni,386,1386,पल्टूपुर,agri: vcode handwritten over printed code
khajni,387,1387,पतिसा,agri: vcode handwritten over printed code
khajni,388,1388,पुरनहा तप्पा बेलघाट,agri: vcode handwritten over printed code
khajni,389,1389,पुरवा तप्पा कुरमौट,agri: vcode handwritten over printed code
khajni,390,1390,पुरवा तप्पा बेलघाट,agri: vcode handwritten over printed code
khajni,391,1391,पिडरा,agri: vcode handwritten over printed code
khajni,392,1392,पिडरी,agri: vcode handwritten over printed code
khajni,393,1393,पिताम्बरपुर,road: r9to12 printed 2100 (equal to r5to9) | agri: vcode handwritten over printed code
khajni,394,1394,पिपरहा,agri: vcode handwritten over printed code
khajni,395,1395,पिपरसण्डी,agri: vcode handwritten over printed code
khajni,396,1396,पिपरा खुर्द बुजुर्ग,agri: vcode handwritten over printed code
khajni,397,1397,पिपरानेम,agri: vcode handwritten over printed code
khajni,398,1398,पिपरी,agri: vcode handwritten over printed code
khajni,399,1399,पचौरी,agri: vcode handwritten over printed code
khajni,400,1400,पोखरा,agri: vcode handwritten over printed code
khajni,401,1401,पिपराहेमा,agri: vcode handwritten over printed code
khajni,402,1402,फरसाडाड,agri: vcode handwritten over printed code
khajni,403,1403,फत्तेहपुर,agri: vcode handwritten over printed code
khajni,404,1404,फरेन्दिया खुर्द,agri: vcode handwritten over printed code
khajni,405,1405,फरेन्दिया बुजुर्ग,agri: vcode handwritten over printed code
khajni,406,1406,बकुची,agri: vcode handwritten over printed code
khajni,407,1407,बघैला तप्पा महसीन,agri: vcode handwritten over printed code
khajni,408,1408,बघौडा,agri: vcode handwritten over printed code
khajni,409,1409,वढनी,road: r9to12 first two digits overstruck/bold in scan; best reading 10200 | agri: dist_a 9200 as printed (likely 920?); vcode handwritten over printed code
khajni,410,1410,बढैपुरवा,agri: vcode handwritten over printed code
khajni,411,1411,बदरा,agri: vcode handwritten over printed code
khajni,412,1412,बदरा तप्पा बनकटा,agri: vcode handwritten over printed code
khajni,413,1413,बनहैता,agri: vcode handwritten over printed code
khajni,414,1414,बभना,agri: vcode handwritten over printed code
khajni,415,1415,बरईपार,agri: vcode handwritten over printed code
khajni,416,1416,बरगदवा,agri: vcode handwritten over printed code
khajni,417,1417,बरपारबरगाह,agri: vcode handwritten over printed code
khajni,418,1418,बरी,agri: vcode handwritten over printed code
khajni,419,1419,बरी बन्दुआरी,comm: unusual pattern (office 25000 with land 20000/shop 24000) - as printed | agri: vcode handwritten over printed code
khajni,420,1420,बल्लोचक,agri: vcode handwritten over printed code
khajni,421,1421,बनियापार,agri: vcode handwritten over printed code
khajni,422,1422,बसियाखोर,agri: vcode handwritten over printed code
khajni,423,1423,बुढौरा,agri: vcode handwritten over printed code
khajni,424,1424,बहुरीपार खुर्द,comm: shop 24000 lower than usual 30000 for 26000/25000 row - as printed | agri: vcode handwritten over printed code
khajni,425,1425,बहुरीपार बुजुर्ग,comm: shop 24000 lower than usual 30000 for 26000/25000 row - as printed | agri: vcode handwritten over printed code
khajni,426,1426,बसडीला,agri: vcode handwritten over printed code
khajni,427,1427,बसडिलिया,agri: vcode handwritten over printed code
khajni,428,1428,बेनी,agri: vcode handwritten over printed code
khajni,429,1429,वरूकागाड,agri: vcode handwritten over printed code
khajni,430,1430,बेलडाड,agri: vcode handwritten over printed code
khajni,431,1431,बेलभदराचक,agri: other_b 95 with other_c 66 (unusual) as printed; vcode handwritten over printed code
khajni,432,1432,बेलूडीहा,agri: vcode handwritten over printed code
khajni,433,1433,बगंलापाण्डेय,basic: name: dot over ग (बगंला) may be a speck | agri: vcode handwritten over printed code
khajni,434,1434,बागेवाह,agri: vcode handwritten over printed code
khajni,435,1435,बाभनभैसा,agri: vcode handwritten over printed code
khajni,436,1436,बारीगाव,agri: mixed row: dist_a 490/link_a 460/other_a 330 with low b-d values as printed; vcode handwritten over printed code
khajni,437,1437,वासपार,road: r5to9 printed 2300 clearly (pattern elsewhere 2100) | agri: vcode handwritten over printed code
khajni,438,1438,बीकूभैसा,agri: vcode handwritten over printed code
khajni,439,1439,बस्तिया,comm: shop 24000 lower than usual 30000 for 26000/25000 row - as printed | agri: vcode handwritten over printed code
khajni,440,1440,बिनौका,road: r5to9 printed 2300 (pattern elsewhere 2100) | agri: vcode handwritten over printed code
khajni,441,1441,बिहारी खुर्द,agri: vcode handwritten over printed code
khajni,442,1442,बिहारी बुजुर्ग,agri: vcode handwritten over printed code
khajni,443,1443,बघउर,agri: vcode handwritten over printed code
khajni,444,1444,बघैला तप्पा बेलघाट,agri: vcode handwritten over printed code
khajni,445,1445,बघाड,agri: vcode handwritten over printed code
khajni,446,1446,बढैपुरवा,agri: vcode handwritten over printed code
khajni,447,1447,बढयाडाड तप्पा बेलघाट,road: r2to5 printed 2200 clearly > r5to9 2100 (decreasing; likely misprint for 2000) | agri: vcode handwritten over printed code
khajni,448,1448,बरीबन्दुआरी,agri: vcode handwritten over printed code
khajni,449,1449,बनकट,agri: vcode handwritten over printed code
khajni,450,1450,बनकटी खुर्द,agri: dist_a 9200 as printed (likely 920?); vcode handwritten over printed code
khajni,451,1451,बनकटी बुजुर्ग,agri: dist_a 9200 as printed (likely 920?); vcode handwritten over printed code
khajni,452,1452,बभनपुरा,agri: vcode handwritten over printed code
khajni,453,1453,बभनपुरा तप्पा उसरी,agri: vcode handwritten over printed code
khajni,454,1454,बभनौली तप्पा बभनौली,comm: shop 27000 (unusual value) - as printed | agri: vcode handwritten over printed code
khajni,455,1455,बभनौली तप्पा बेलघाट,agri: vcode handwritten over printed code
khajni,456,1456,बरपरवा,agri: vcode handwritten over printed code
khajni,457,1457,बरपरवाबाबू एहतमाली,agri: vcode handwritten over printed code
khajni,458,1458,बरपरवा बाबू मुस्तकिल,agri: vcode handwritten over printed code
khajni,459,1459,बरपार,agri: vcode handwritten over printed code
khajni,460,1460,बरला,agri: vcode handwritten over printed code
khajni,461,1461,बरोली,agri: vcode handwritten over printed code
khajni,462,1462,बलुआ उर्फ बलुसड,road: r9to12 third digit overstruck (6 over another digit); best reading 5600 | comm: land 20000 with shop 30000/office 25000 - as printed | agri: vcode handwritten over printed code
khajni,463,1463,बलुआ उर्फ कुरमौठ,agri: vcode handwritten over printed code
khajni,464,1464,बलुआ भवानी बक्स सिंह,agri: vcode handwritten over printed code
khajni,465,1465,बडिहारी,agri: vcode handwritten over printed code
khajni,466,1466,बुधनापार खुर्द,"agri: vcode printed 1406, pen stroke makes 1466"
khajni,467,1467,बुधनापार बुजुर्ग,"agri: vcode printed 1407, pen stroke makes 1467"
khajni,468,1468,बुलाकीचक,"agri: vcode printed 1408, pen stroke makes 1468"
khajni,469,1469,बहादुरपुर खुर्द,"agri: vcode printed 1409, pen stroke makes 1469"
khajni,470,1470,बहादुरपुर बुजुर्ग,agri: vcode handwritten over printed code
khajni,471,1471,बसन्तपुर,agri: vcode handwritten over printed code
khajni,472,1472,बसही एहतमाली,agri: other_b..d 28/24/19 (low) as printed; vcode handwritten over printed code
khajni,473,1473,बसही मुस्तकिल,agri: vcode handwritten over printed code
khajni,474,1474,बेलीकुण्ड,agri: vcode handwritten over printed code
khajni,475,1475,बेलीखुर्द एहतमाली,agri: vcode handwritten over printed code; other_b/c/d 28/24/19 printed (peers 87/66/38)
khajni,476,1476,बेलीखुर्द मुस्तकिल,agri: vcode handwritten over printed code
khajni,477,1477,बेनी उर्फ विशुनपुर,agri: vcode handwritten over printed code
khajni,478,1478,बेलदारीपुर तप्पा शाहपुर,agri: vcode handwritten over printed code
khajni,479,1479,बेलदारीपुर तप्पा बभनौली,agri: vcode handwritten over printed code
khajni,480,1480,बेलघाट,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,481,1481,बेलपार,agri: vcode handwritten over printed code
khajni,482,1482,बलवा तिलकराम,agri: vcode handwritten over printed code
khajni,483,1483,बेलवाडाडी तप्पा बेलघाट,agri: vcode handwritten over printed code
khajni,484,1484,बेलसडी खुर्द,agri: vcode handwritten over printed code
khajni,485,1485,बेलसडी बुजुर्ग,agri: vcode handwritten over printed code
khajni,486,1486,बेला,agri: vcode handwritten over printed code
khajni,487,1487,बेलाखुद्र,agri: vcode handwritten over printed code
khajni,488,1488,बेला बुजुर्ग,agri: vcode handwritten over printed code
khajni,489,1489,बेसहनी,agri: vcode handwritten over printed code
khajni,490,1490,बैजन्था,agri: vcode handwritten over printed code
khajni,491,1491,ब्रम्हदेवा,agri: vcode handwritten over printed code
khajni,492,1492,बैरिया,agri: vcode handwritten over printed code
khajni,493,1493,ब्रहमसारी,agri: vcode handwritten over printed code
khajni,494,1494,बाघाकुण्डा,agri: vcode handwritten over printed code; other_b/c/d 28/24/19 printed
khajni,495,1495,बंजरिया,agri: vcode handwritten over printed code
khajni,496,1496,बारीपुर खुर्द/बुजुर्ग,agri: vcode handwritten over printed code
khajni,497,1497,बालाचक,agri: vcode handwritten over printed code
khajni,498,1498,बौरडीह,agri: vcode handwritten over printed code
khajni,499,1499,बकुलही,agri: vcode handwritten over printed code
khajni,500,1500,बडहरा,agri: vcode handwritten over printed code
khajni,501,1501,भटौली,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,502,1502,भरवलिया,"road: r2to5 printed 2200 > r5to9 2100 (decreasing, as printed) | agri: vcode handwritten over printed code"
khajni,503,1503,भरोहिया चौबे,"road: r2to5 printed 2200 > r5to9 2100 (decreasing, as printed) | agri: vcode handwritten over printed code"
khajni,504,1504,भरोहिया,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,505,1505,भलुआन,agri: vcode handwritten over printed code
khajni,506,1506,भटियारी,agri: vcode handwritten over printed code
khajni,507,1507,भेउसा उर्फ बनकटा,agri: vcode handwritten over printed code
khajni,508,1508,भैसानाथू,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,509,1509,भाटपार,agri: vcode handwritten over printed code
khajni,510,1510,भिउरा खरगराम,agri: vcode handwritten over printed code
khajni,511,1511,भिउरी,agri: vcode handwritten over printed code
khajni,512,1512,भिटनी,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,513,1513,भिटहा,agri: vcode handwritten over printed code
khajni,514,1514,भिटहा कुँवर,agri: vcode handwritten over printed code
khajni,515,1515,भिटहा पाण्डेय,agri: vcode handwritten over printed code
khajni,516,1516,भगवानचक,agri: vcode handwritten over printed code
khajni,517,1517,भटपुरवा,agri: vcode handwritten over printed code
khajni,518,1518,भटपुरवा तप्पा–उसरी,agri: vcode handwritten over printed code
khajni,519,1519,भटौली खुर्द,agri: vcode handwritten over printed code
khajni,520,1520,भटौली बुजुर्ग,agri: vcode handwritten over printed code
khajni,521,1521,भदारखास,comm: shop 24000 lower than usual 30000 for 26000/25000 row - as printed | agri: vcode handwritten over printed code
khajni,522,1522,भभया,agri: vcode handwritten over printed code
khajni,523,1523,भरथरी,agri: vcode handwritten over printed code
khajni,524,1524,भरवलीकरन,agri: vcode handwritten over printed code
khajni,525,1525,भरवलिया खुर्द,agri: vcode handwritten over printed code
khajni,526,1526,भरवलिया बुजुर्ग,agri: vcode handwritten over printed code
khajni,527,1527,भरसी,agri: vcode handwritten over printed code
khajni,528,1528,भरौली,agri: vcode handwritten over printed code; other_b=28 printed (peers 87); other_b<other_c
khajni,529,1529,भवानीगढ़,agri: vcode handwritten over printed code
khajni,530,1530,भूलनचक,agri: vcode handwritten over printed code; other_b/c/d 28/24/19 printed
khajni,531,1531,भेड़ाचक,agri: vcode handwritten over printed code
khajni,532,1532,भाट मंझरिया,agri: vcode handwritten over printed code
khajni,533,1533,भाटाडीहा,agri: vcode handwritten over printed code
khajni,534,1534,भीटी तप्पा–भदार,agri: vcode handwritten over printed code
khajni,535,1535,भिटहा,agri: vcode handwritten over printed code
khajni,536,1536,भिटहा तप्पा–भदार,agri: vcode handwritten over printed code
khajni,537,1537,भिसिया बुजुर्ग,agri: vcode handwritten over printed code
khajni,538,1538,भिसिया खुर्द,agri: vcode handwritten over printed code
khajni,539,1539,भदरखी,agri: vcode handwritten over printed code
khajni,540,1540,भलुआ,agri: vcode handwritten over printed code
khajni,541,1541,भलुही,agri: vcode handwritten over printed code
khajni,542,1542,भेउसा,agri: vcode handwritten over printed code
khajni,543,1543,भेलाखरगराम,agri: vcode handwritten over printed code
khajni,544,1544,भेलाभार,agri: vcode handwritten over printed code
khajni,545,1545,भिटहा तप्पा–खजुरी,agri: vcode handwritten over printed code
khajni,546,1546,मउधरमंगल,agri: vcode handwritten over printed code
khajni,547,1547,मउमुक्तामन,agri: vcode handwritten over printed code
khajni,548,1548,मखानी,agri: vcode handwritten over printed code
khajni,549,1549,मचौली,agri: vcode handwritten over printed code
khajni,550,1550,मझगांवा तप्पा–हवेली,agri: vcode handwritten over printed code
khajni,551,1551,मझौवा,agri: vcode handwritten over printed code
khajni,552,1552,मथौली,agri: vcode handwritten over printed code
khajni,553,1553,मदनपुरा,agri: vcode handwritten over printed code
khajni,554,1554,मरवटिया,agri: vcode handwritten over printed code
khajni,555,1555,मल्हीपुर,agri: vcode handwritten over printed code
khajni,556,1556,महिलवार,agri: vcode handwritten over printed code
khajni,557,1557,मुड़देवाचक,agri: vcode handwritten over printed code
khajni,558,1558,मुडदेवा बुजुर्ग,agri: vcode handwritten over printed code
khajni,559,1559,मुडियारी,agri: vcode handwritten over printed code
khajni,560,1560,मुहआडाड,agri: vcode handwritten over printed code
khajni,561,1561,महुआपार,agri: vcode handwritten over printed code
khajni,562,1562,महुलाखोर,agri: vcode handwritten over printed code
khajni,563,1563,महमूदपुर,agri: vcode handwritten over printed code
khajni,564,1564,मेउड़ी,agri: vcode handwritten over printed code
khajni,565,1565,मंझरिया खुर्द,agri: vcode handwritten over printed code
khajni,566,1566,मंझरिया बुजुर्ग,agri: vcode handwritten over printed code
khajni,567,1567,माल्हनपार खुर्द,comm: land 20000 with shop 30000/office 25000 - as printed | agri: vcode handwritten over printed code
khajni,568,1568,मउर,agri: vcode handwritten over printed code
khajni,569,1569,मकरहा,agri: vcode handwritten over printed code
khajni,570,1570,मझगांवा तप्पा–बेलघाट,agri: vcode handwritten over printed code
khajni,571,1571,मठखेमकरन,agri: vcode handwritten over printed code
khajni,572,1572,मठयादव,agri: vcode handwritten over printed code
khajni,573,1573,मठरामगिरि एह0,agri: vcode handwritten over printed code; other_b/c/d 28/24/19 printed
khajni,574,1574,मठरामगिरि मुस्तकिल,agri: vcode handwritten over printed code
khajni,575,1575,मठविक्रम,agri: vcode handwritten over printed code
khajni,576,1576,मठविहारीदासा,agri: vcode handwritten over printed code
khajni,577,1577,मड़हा,agri: vcode handwritten over printed code
khajni,578,1578,मथौली,agri: vcode handwritten over printed code
khajni,579,1579,मलॉव,comm: shop printed 3000 (likely typo for 30000) - as printed | agri: vcode handwritten over printed code
khajni,580,1580,मझिली,agri: vcode handwritten over printed code
khajni,581,1581,मटियरिया,agri: vcode handwritten over printed code
khajni,582,1582,मठिया तप्पा–कुरमौट,agri: vcode handwritten over printed code
khajni,583,1583,मठिया तप्पा–भदार,agri: vcode handwritten over printed code
khajni,584,1584,मठिया तप्पा–शाहपुर,agri: vcode handwritten over printed code
khajni,585,1585,मनिकापार,agri: vcode handwritten over printed code
khajni,586,1586,मसिदिया,agri: vcode handwritten over printed code
khajni,587,1587,मसिदिया तप्पा–शाहपुर,agri: vcode handwritten over printed code
khajni,588,1588,मुकारिमपुर,agri: vcode handwritten over printed code
khajni,589,1589,मुसरद,agri: vcode handwritten over printed code
khajni,590,1590,महुई खुर्द,road: r9to12 second digit overprinted (reads 10200; could be 18200) | agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,591,1591,महुई बुजुर्ग,road: r9to12 second digit overprinted (reads 10200; could be 18200) | agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860); link_b/c 139/104 with dist_a 9200 (peers 150/112)
khajni,592,1592,महुलिया,agri: vcode handwritten over printed code
khajni,593,1593,मसुरिया,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860); link_b/c 139/104 with dist_a 9200 (peers 150/112)
khajni,594,1594,मसी,agri: vcode handwritten over printed code
khajni,595,1595,मंझरिया,agri: vcode handwritten over printed code
khajni,596,1596,मंझरिया तप्पा–बेलघाट,agri: vcode handwritten over printed code
khajni,597,1597,मंझरिया दीगर,agri: vcode handwritten over printed code
khajni,598,1598,मंझरिया तालुक ध्यानपुर,agri: vcode handwritten over printed code
khajni,599,1599,माझा कम्हरिया,"agri: vcode handwritten over printed code; other_b/c=28/24 printed, other_d=38"
khajni,600,1600,माधोपुर,agri: vcode handwritten over printed code
khajni,601,1601,माधोपुर तप्पा–चोड़र,agri: vcode handwritten over printed code
khajni,602,1602,माल्हनपार,agri: vcode handwritten over printed code; dist_b-d 169/131/69 and link_b/c 139/104 with dist_a 1100 (other 1100 rows 200/165/83)
khajni,603,1603,मालपुर,agri: vcode handwritten over printed code
khajni,604,1604,मोहनचक,agri: vcode handwritten over printed code
khajni,605,1605,मीरपुर,agri: vcode handwritten over printed code; link_b/c 139/104 (peers 150/112)
khajni,606,1606,मझौवा,agri: vcode handwritten over printed code
khajni,607,1607,मदरिया,agri: vcode handwritten over printed code
khajni,608,1608,महैता,agri: vcode handwritten over printed code
khajni,609,1609,मियां पकड़ी,agri: vcode handwritten over printed code
khajni,610,1610,यसवन्तपुर,agri: vcode handwritten over printed code
khajni,611,1611,रेकुआ,agri: vcode handwritten over printed code
khajni,612,1612,रक्सानार,agri: vcode handwritten over printed code
khajni,613,1613,रक्साबाबू,agri: vcode handwritten over printed code
khajni,614,1614,रक्सौरा,agri: vcode handwritten over printed code
khajni,615,1615,रघुवाडीहा खुर्द,agri: vcode handwritten over printed code
khajni,616,1616,रघुवाडीहा बुजुर्ग,agri: vcode handwritten over printed code
khajni,617,1617,रजवल,agri: vcode handwritten over printed code
khajni,618,1618,रतनपुरा बाबू,agri: vcode handwritten over printed code
khajni,619,1619,रतसही,agri: vcode handwritten over printed code
khajni,620,1620,रमपुरवा,agri: vcode handwritten over printed code
khajni,621,1621,राजपुर,agri: vcode handwritten over printed code
khajni,622,1622,रामपुर खुर्द,agri: vcode handwritten over printed code
khajni,623,1623,रामपुर पाण्डेय,agri: vcode handwritten over printed code
khajni,624,1624,रावत डाडी,agri: vcode handwritten over printed code
khajni,625,1625,रोहुआ तप्पा–हवेली,agri: vcode handwritten over printed code
khajni,626,1626,रूद्रपुर,agri: vcode handwritten over printed code
khajni,627,1627,रूपनारी,agri: vcode handwritten over printed code
khajni,628,1628,रग्घूपुर,agri: vcode handwritten over printed code
khajni,629,1629,रंजीतगढ,agri: vcode handwritten over printed code
khajni,630,1630,रतनपुरा तप्पा–बेलघाट,agri: vcode handwritten over printed code
khajni,631,1631,रसूलपुर बाबू,agri: vcode handwritten over printed code
khajni,632,1632,रसेत,agri: vcode handwritten over printed code
khajni,633,1633,राईपुर एहतमाली,agri: vcode handwritten over printed code
khajni,634,1634,राईपुर मुस्तकिल,agri: vcode handwritten over printed code
khajni,635,1635,राउतपार,agri: vcode handwritten over printed code
khajni,636,1636,रापतपुर,agri: vcode handwritten over printed code
khajni,637,1637,रामडीह,agri: vcode handwritten over printed code
khajni,638,1638,रामपुर तप्पा–बेलघाट,agri: vcode handwritten over printed code
khajni,639,1639,रामपुर गोसाई,agri: vcode handwritten over printed code
khajni,640,1640,रामपुर तप्पा–नकौड़ी,agri: vcode handwritten over printed code
khajni,641,1641,रोहुआ,agri: vcode handwritten over printed code
khajni,642,1642,रोहारी,agri: vcode handwritten over printed code
khajni,643,1643,रिहिलपार,agri: vcode handwritten over printed code; other_b/c/d 95/73/42 with 210-profile (peers 87/66/38)
khajni,644,1644,रकौली,"agri: vcode handwritten over printed code; dist_b partly under signature, read 169"
khajni,645,1645,रानीडीह,agri: vcode handwritten over printed code
khajni,646,1646,रानीपुर,agri: vcode handwritten over printed code; other_b/c/d 87/66/38 with 490-profile (peers 95/73/42)
khajni,647,1647,लक्ष्मीपुर,agri: vcode handwritten over printed code
khajni,648,1648,लमती,agri: vcode handwritten over printed code
khajni,649,1649,लोनॉव,agri: vcode handwritten over printed code
khajni,650,1650,लखुआपाकड़,comm: shop_multi 30000 with land 20000 (atypical combo; as printed) | agri: vcode handwritten over printed code
khajni,651,1651,लच्छीचक,"agri: vcode handwritten over printed code; other_b/c=28/24 printed, other_d=38"
khajni,652,1652,लाखुन खुर्द,agri: vcode handwritten over printed code
khajni,653,1653,लाखुन बुजुर्ग,agri: vcode handwritten over printed code
khajni,654,1654,लालचक,agri: vcode handwritten over printed code
khajni,655,1655,लालपुर,agri: vcode handwritten over printed code
khajni,656,1656,लालमनपुरा,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,657,1657,लोनानागर,agri: vcode handwritten over printed code
khajni,658,1658,लाँनिया कोडर,road: name printed with doubled aa-matra (लाानिया) | agri: vcode handwritten over printed code; name matra unclear (लानिया/लाांनिया)
khajni,659,1659,लौखरा,agri: vcode handwritten over printed code
khajni,660,1660,लौहरपुर,agri: vcode handwritten over printed code
khajni,661,1661,लटकना,agri: vcode handwritten over printed code
khajni,662,1662,विगही,agri: vcode handwritten over printed code
khajni,663,1663,विनवल,agri: vcode handwritten over printed code
khajni,664,1664,विशुनपुरा,agri: vcode handwritten over printed code
khajni,665,1665,विश्वनाथपुर,agri: vcode handwritten over printed code
khajni,666,1666,बरपरवा काजी,agri: vcode handwritten over printed code
khajni,667,1667,बलवा डाडी,agri: vcode handwritten over printed code
khajni,668,1668,बेलाव उर्फ शाहपुर,agri: vcode handwritten over printed code
khajni,669,1669,बेलाव उर्फ मुस्तकिल,agri: vcode handwritten over printed code
khajni,670,1670,वंशीपुर उर्फ काछा,agri: vcode handwritten over printed code
khajni,671,1671,विजौरा,agri: vcode handwritten over printed code
khajni,672,1672,विधनापार,agri: vcode handwritten over printed code
khajni,673,1673,विशुनपुर उर्फ शाहपुर,agri: vcode handwritten over printed code
khajni,674,1674,बिठ्ठलपुर,agri: vcode handwritten over printed code
khajni,675,1675,विस्तुई,agri: vcode handwritten over printed code
khajni,676,1676,विसम्हरा,agri: vcode handwritten over printed code
khajni,677,1677,शनिचरा,agri: vcode handwritten over printed code
khajni,678,1678,शहीदाबाद,agri: vcode handwritten over printed code
khajni,679,1679,शेषपुरवा,agri: vcode handwritten over printed code
khajni,680,1680,शेषभिउरा,agri: vcode handwritten over printed code
khajni,681,1681,शम्भूपुर,agri: vcode handwritten over printed code
khajni,682,1682,शुक्लपुरा,agri: vcode handwritten over printed code
khajni,683,1683,शंकरपुर,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,684,1684,शिवपुर,agri: vcode handwritten over printed code
khajni,685,1685,सखरूआं,agri: vcode handwritten over printed code
khajni,686,1686,सजनापार,agri: vcode handwritten over printed code
khajni,687,1687,सतुआभार,comm: shop_multi 30000 with land 20000 (atypical combo; as printed) | agri: vcode handwritten over printed code
khajni,688,1688,सतहरा मोहन,agri: vcode handwritten over printed code
khajni,689,1689,सरबसी,agri: vcode handwritten over printed code
khajni,690,1690,सरया तिवारी,agri: vcode handwritten over printed code
khajni,691,1691,सराय चांदपार,agri: vcode handwritten over printed code
khajni,692,1692,सवरूपुर,agri: vcode handwritten over printed code
khajni,693,1693,सहिजना,agri: vcode handwritten over printed code
khajni,694,1694,सुजनीपुर,agri: vcode handwritten over printed code
khajni,695,1695,सुरैनी,agri: vcode handwritten over printed code
khajni,696,1696,सूहोपार,agri: vcode handwritten over printed code; dist_a 9200 as printed (likely 920; link_a 860)
khajni,697,1697,सहुलाखोर,agri: vcode handwritten over printed code
khajni,698,1698,सहसपुर,agri: vcode handwritten over printed code
khajni,699,1699,सहसी,comm: ink blot over 2nd digit of shop_single_land; read 26000 | agri: vcode handwritten over printed code
khajni,700,1700,सेमरडाड़ी,agri: vcode handwritten over printed code
khajni,701,1701,सेमरा,agri: vcode handwritten over printed code
khajni,702,1702,सेमरिया,agri: vcode handwritten overwrite; read as 1702
khajni,703,1703,सेमा,agri: vcode handwritten overwrite; read as 1703
khajni,704,1704,सैरा,agri: vcode handwritten overwrite; read as 1704
khajni,705,1705,साखडाड़ बाबू,agri: vcode handwritten overwrite; read as 1705
khajni,706,1706,साखडाड़ पाण्डेय,agri: vcode handwritten overwrite; read as 1706
khajni,707,1707,सोडा,agri: vcode handwritten overwrite; read as 1707
khajni,708,1708,सोनारी रामचन्दर,agri: vcode handwritten overwrite; read as 1708
khajni,709,1709,सोनारी शंकर,agri: vcode handwritten overwrite; read as 1709
khajni,710,1710,सोपरा,agri: vcode handwritten overwrite; read as 1710
khajni,711,1711,सोहरा,agri: vcode handwritten overwrite; read as 1711
khajni,712,1712,सिगरा चौबे,agri: vcode handwritten overwrite; read as 1712
khajni,713,1713,सिगरा,agri: vcode handwritten overwrite; read as 1713
khajni,714,1714,सिरूआपार,agri: vcode handwritten overwrite; read as 1714
khajni,715,1715,सिसई तप्पा–हवेली,agri: vcode handwritten overwrite; read as 1715; link_d=74 as printed
khajni,716,1716,सिकरीडीह खुर्द,agri: vcode handwritten overwrite; read as 1716
khajni,717,1717,सिकरीडीहं बुजुर्ग,agri: vcode handwritten overwrite; read as 1717; link_d=62 as printed (716 has 74)
khajni,718,1718,सिघैरा,agri: vcode handwritten overwrite; read as 1718
khajni,719,1719,सिसवॉ बाबू,agri: vcode handwritten overwrite; read as 1719
khajni,720,1720,सई खुर्द,agri: vcode handwritten overwrite; read as 1720
khajni,721,1721,सई बुजुर्ग,agri: vcode handwritten overwrite; read as 1721
khajni,722,1722,सखौना,agri: vcode handwritten overwrite; read as 1722; dist_c=131 as printed
khajni,723,1723,सतौरा,agri: vcode handwritten overwrite; read as 1723
khajni,724,1724,सनेहा,agri: vcode handwritten overwrite; read as 1724
khajni,725,1725,समवापुर,agri: vcode handwritten overwrite; read as 1725
khajni,726,1726,समहुतापुर,agri: vcode handwritten overwrite; read as 1726; other_d=38 > other_c=24 as printed
khajni,727,1727,सरसई कास्तपाठक,agri: vcode handwritten overwrite; read as 1727
khajni,728,1728,सरसईकास्त उर्फ हरिप्रसाद,agri: vcode handwritten overwrite; read as 1728
khajni,729,1729,सुअरहा,agri: vcode handwritten overwrite; read as 1729
khajni,730,1730,सुकरौली,agri: vcode handwritten overwrite; read as 1730
khajni,731,1731,सूती,agri: vcode handwritten overwrite; read as 1731
khajni,732,1732,सुल्तानी,agri: vcode handwritten overwrite; read as 1732
khajni,733,1733,सुगियापार,agri: vcode handwritten overwrite; read as 1733
khajni,734,1734,सहुआ,agri: vcode handwritten overwrite; read as 1734
khajni,735,1735,संहुआपार,road: r2to5 > r5to9 as printed (5000 vs 4900) | agri: vcode handwritten overwrite; read as 1735
khajni,736,1736,सहसपार खुर्द,agri: vcode handwritten overwrite; read as 1736
khajni,737,1737,सहसपार बुजुर्ग,agri: vcode handwritten overwrite; read as 1737
khajni,738,1738,साउडीह खुर्द,agri: vcode handwritten overwrite; read as 1738
